id,Project,Client.code,Project.type,Actual.start.date,Actual.duration,Actual.effort,Adjusted.function.points,Estimated.completion.date,First.estimate,First.estimate.method
34,0.22916666666666666,0.2,P,1996-08-05,0.043875685557586835,0.07736287296766124,0.03450233930616761,1996-10-30,0.11344185265984226,EO
38,0.2569444444444444,0.2,?,1995-05-08,0.8409506398537477,0.4237984634625692,0.07648851701578305,1996-09-16,0.19684510823963752,EO
39,0.2638888888888889,0.2,P,1996-08-16,0.40585009140767825,0.7638020368054315,1.0,1997-05-19,0.9342171505286122,EO
40,0.2708333333333333,0.2,D,1997-01-24,0.360146252285192,0.8227621940325174,0.3595785366232455,1997-09-30,0.8598758180902836,EO
41,0.2777777777777778,0.2,?,1995-07-01,0.7769652650822669,0.8710023226728605,0.37579351983071574,1996-08-07,0.6392012082564189,EO
42,0.2847222222222222,0.2,P,1997-04-21,0.4643510054844607,0.5125960335894229,0.16580924462736113,1997-10-03,0.40963248867259605,EO
43,0.2916666666666667,0.2,P,1996-08-06,0.14442413162705667,0.12024298731463284,0.022674768496049387,1996-12-13,0.23577781506964257,C
44,0.2986111111111111,0.2,P,1995-06-26,0.1663619744058501,0.09487225299267464,0.06901438527693113,1995-11-01,0.15052861218325223,EO
45,0.3055555555555556,0.2,D,1997-04-01,0.27056672760511885,0.9696265856708951,0.14912348818698917,1997-10-17,0.9271689880852492,CAE
46,0.3125,0.2,P,1994-10-03,0.31078610603290674,0.2345899589065571,0.03202228650191222,1995-06-30,0.2367846954186944,EO
47,0.3194444444444444,0.2,P,1995-01-02,0.20840950639853748,0.1895658388422369,0.08524392848129525,1995-06-02,0.2367846954186944,EO
48,0.3263888888888889,0.2,P,1994-10-24,0.113345521023766,0.016794711452563872,0.05152297567509852,1995-02-28,0.03238798456116798,EO
49,0.3333333333333333,0.2,P,1996-06-17,0.043875685557586835,0.021440057173485797,0.10066781852419872,1996-08-17,0.04883369692901494,A
50,0.3402777777777778,0.2,P,1996-10-30,0.1170018281535649,0.06503484009290691,0.047640309836733896,1997-01-24,0.10354086256083235,EO
51,0.3472222222222222,0.2,?,1995-07-29,0.7769652650822669,0.0905842415579775,0.0,1996-11-15,0.10773619734854842,EO
52,0.3541666666666667,0.2,P,1997-11-07,0.17550274223034734,0.3073074861532964,0.14791015511250025,1998-03-09,0.27336801476757844,A
53,0.3611111111111111,0.2,P,1996-05-23,0.12614259597806216,0.08040021440057174,0.03344916619751121,1996-09-06,0.09414331263634838,A
54,0.3680555555555556,0.2,P,1996-12-30,0.056672760511883,0.21332856887618368,0.11333501582186328,?,0.20120825641886222,EO
55,0.375,0.2,P,1995-11-17,0.3692870201096892,0.6960871895658388,0.29166585777795034,1996-02-29,0.5792918274878335,EO
56,0.3819444444444444,0.2,P,1996-09-06,0.5356489945155393,0.6771484723959263,0.2425258682611481,1997-06-13,0.46853498909212954,A
57,0.3888888888888889,0.2,P,1997-01-30,0.0,0.07343219581918885,0.03535167245830988,1997-03-21,0.09733176707501258,EO
58,0.3958333333333333,0.2,P,1996-07-08,0.2742230347349177,0.08915490441307844,0.048426549669002734,1997-01-27,0.10135928847122,A
59,0.4027777777777778,0.2,P,1996-08-09,0.5338208409506399,0.24388065034840092,0.023528954980489604,1997-02-21,0.2861218325222353,A
60,0.4097222222222222,0.2,P,1996-10-04,0.15173674588665448,1.0,0.48563413639805086,1997-04-01,0.8187615371706662,EO
61,0.4166666666666667,0.2,P,1997-02-07,0.08775137111517367,0.3248168661783098,0.16709052435402144,1997-05-16,0.4227219332102702,A
62,0.4236111111111111,0.2,P,1997-05-16,0.021937842778793418,0.21600857602286938,0.10943293665430685,1997-07-11,0.4049337137103541,A
63,0.4305555555555556,0.2,P,1997-08-03,0.21023765996343693,0.18456315883509022,0.130923492069655,1998-01-02,0.35408625608323546,A
64,0.4375,0.2,P,1996-03-11,0.018281535648994516,0.07789887439699839,0.02224767525382928,1996-04-27,0.14750797113609665,EO
65,0.4444444444444444,0.2,?,1995-11-03,0.20292504570383912,0.1963551902805074,0.13197181184601345,1996-03-30,0.255747608659171,D
66,0.4513888888888889,0.2,D,1996-03-22,0.19012797074954296,0.13864570305520815,0.07602259711517928,1996-07-13,0.1587514683671757,EO
67,0.4583333333333333,0.2,D,1996-09-09,0.3619744058500914,0.3655529748079328,0.06246238667469083,1997-05-16,0.3606309783520725,EO
68,0.4652777777777778,0.2,D,1996-09-09,0.47714808043875684,0.07772020725388601,0.045271883675331484,1997-07-11,0.08978016445712368,EO
69,0.4722222222222222,0.2,?,1996-02-02,0.113345521023766,0.08915490441307844,0.07279998446933665,1996-05-11,0.0,A
70,0.4791666666666667,0.2,P,1996-04-05,0.16453382084095064,0.3233875290334108,0.32300867775814873,1996-06-15,0.2624601443195167,EO
71,0.4861111111111111,0.2,D,1996-02-01,0.2303473491773309,0.25567268179381814,0.19124070586864939,1996-07-13,0.3740560496727639,EO
72,0.4930555555555556,0.2,D,1997-07-25,0.5100548446069469,0.35804895479721277,0.1449156490846615,1998-05-02,0.3670078872294009,EO
74,0.5069444444444444,0.2,P,1997-09-01,0.21023765996343693,0.2974807932821154,0.07844926326415716,1998-02-14,0.3159926162107736,EO
75,0.5138888888888888,0.2,D,1996-09-23,0.23583180987202926,0.9183491155976415,0.35472035099299176,1996-11-08,0.6031213290820607,W
76,0.5208333333333334,0.2,P,1996-11-14,0.14076782449725778,0.16794711452563874,0.12597309312574012,1997-03-22,0.19332102701795603,A
77,0.5277777777777778,0.2,P,1996-07-15,0.08226691042047532,0.03894943719849919,0.013657277086447555,1996-11-09,0.053029031716731,A
78,0.5347222222222222,0.2,D,1997-10-20,0.15722120658135283,0.06271216723244595,0.019117275921647803,1998-03-10,0.11612686692398054,EO
79,0.5416666666666666,0.2,P,1995-01-20,0.021937842778793418,0.050562801500804,0.05563860146376502,1995-03-18,0.13072663198523243,EO
80,0.5486111111111112,0.2,P,1998-02-06,0.26691042047531993,0.29623012328032877,0.24781114713362196,1998-08-21,0.39503272361134417,A
81,0.5555555555555556,0.2,P,1996-09-12,0.20475319926873858,0.26335536894765055,0.1438964493020908,1996-11-15,0.11377747944285954,A
82,0.5625,0.2,?,1995-10-15,0.6087751371115173,0.5538681436483831,0.567703985556483,1996-03-23,0.34217150528612184,EO
83,0.5694444444444444,0.2,D,1995-08-26,0.1663619744058501,0.23905663748436662,0.1178777348527499,1996-01-01,0.2767242825977513,EO
84,0.5763888888888888,0.2,P,1995-10-20,0.16270566727605118,0.06038949437198499,0.021665275378074587,1996-02-23,0.10723275717402249,EO
85,0.5833333333333334,0.2,P,1995-10-10,0.2979890310786106,0.5058066821511524,0.13985362349789363,1996-03-23,0.4139956368518208,A
86,0.5902777777777778,0.2,D,1996-05-26,0.0712979890310786,0.1597284259424692,0.04054473801712256,1996-08-10,0.17234435307937573,A
87,0.5972222222222222,0.2,P,1996-08-19,0.4789762340036563,0.9356798284795426,0.3380540078818116,1997-04-19,0.661688202718577,EO
88,0.6041666666666666,0.2,D,1996-06-24,0.17184643510054845,0.0971949258531356,0.08107006270505329,1996-11-23,0.1362644739050176,EO
89,0.6111111111111112,0.2,?,1997-05-30,0.1882998171846435,0.3544756119349652,0.16333404515540367,1997-09-09,0.3314314482295687,EO
90,0.6180555555555556,0.2,P,1996-10-18,0.2413162705667276,0.5831695551188136,0.18763953330356622,1997-05-18,0.5307937573418359,EO
91,0.625,0.2,P,1997-04-14,0.170018281535649,0.38842236912631767,0.07146531808739881,1997-09-05,0.7476086591710018,A
93,0.6388888888888888,0.2,D,1996-08-26,0.23583180987202926,0.4918706449883866,0.06846110539496418,1997-04-19,1.0,EO
94,0.6458333333333334,0.2,P,1998-04-17,0.20292504570383912,0.687689833839557,0.28548271243035467,1998-09-06,0.6586675616714214,EO
95,0.6527777777777778,0.2,P,1998-05-04,0.17184643510054845,0.0855815615508308,0.02842111393682903,1998-09-26,0.08860547071656318,EO
96,0.6597222222222222,0.2,P,1997-09-02,0.1956124314442413,0.0816508844023584,0.05153753567199239,1998-02-27,0.1167981204900151,EO
98,0.6736111111111112,0.2,P,1995-07-03,0.21572212065813529,0.0,0.009531944633185145,1995-10-27,0.030038597080046987,EO
99,0.6805555555555556,0.2,?,1995-11-06,0.11882998171846434,0.006253350008933357,0.0221797286016579,1996-02-26,0.03255579795267662,EO
100,0.6875,0.2,P,1995-04-03,0.20475319926873858,0.018760050026800073,0.0711692648172235,1995-09-30,0.10555462325893607,EO
101,0.6944444444444444,0.2,P,1995-10-01,0.9341864716636198,0.11702697873860997,0.6165382151385141,1996-09-30,0.13039100520221514,EO
103,0.7083333333333334,0.2,D,1996-11-11,0.27239488117001825,0.2685367160979096,0.48787637591970645,1997-05-16,0.24819600604128209,EO
104,0.7152777777777778,0.2,D,1995-03-10,0.31992687385740404,0.25745935322494196,0.17551590922327268,1995-10-08,0.2653129719751636,EO
105,0.7222222222222222,0.2,P,1995-10-09,0.08592321755027423,0.08468822583526889,0.09468365980081923,1996-01-01,0.07904010740057056,EO
106,0.7291666666666666,0.2,D,1995-01-16,0.38939670932358317,0.22083258888690369,0.19153190580652674,1995-09-29,0.34183587850310454,EO
107,0.7361111111111112,0.2,D,1995-06-28,0.08957952468007313,0.1373950330534215,0.12795325270330607,1995-09-22,0.14650109078704482,EO
108,0.7430555555555556,0.2,D,1994-12-19,0.11882998171846434,0.30748615329640877,0.10902525674127855,1995-04-11,0.29434468870615876,EO
109,0.75,0.2,P,1995-10-10,0.18281535648994515,0.39110237627300337,0.10417192444332278,1996-02-24,0.4037590199697936,EO
110,0.7569444444444444,0.2,D,1994-11-01,0.09140767824497258,0.27121672324459534,0.06548601269631729,1995-02-27,0.41701627789897633,EO
112,0.7708333333333334,0.2,D,1994-01-14,0.6489945155393053,0.7495086653564409,0.18716390673836655,1995-02-10,0.6804833025675449,EO
113,0.7777777777777778,0.2,D,1995-02-13,0.2340036563071298,0.40396641057709487,0.12212925394575914,1995-07-28,0.3555965766068132,EO
114,0.7847222222222222,0.2,D,1995-09-11,0.09323583180987204,0.13596569590852242,0.04204927102948885,1995-12-18,0.1441517033059238,EO
115,0.7916666666666666,0.2,D,1994-05-23,0.3875685557586837,0.5306414150437735,0.1881345731979577,1995-01-27,0.6039603960396039,EO
116,0.7986111111111112,0.2,D,1994-12-12,0.27239488117001825,0.47811327496873324,0.40847585952515,1995-06-16,0.4687028024836382,EO
117,0.8055555555555556,0.2,D,1994-12-09,0.04753199268738574,0.01840271574057531,0.026033274446234784,1995-02-10,0.040107400570565534,EO
118,0.8125,0.2,A,1995-10-09,0.283363802559415,0.5960335894229051,0.4686329133583118,1996-06-03,0.6006041282094311,EO
119,0.8194444444444444,0.2,P,1995-02-13,0.15722120658135283,0.06271216723244595,0.04146687115373415,1995-06-16,0.01325725792918275,EO
120,0.8263888888888888,0.2,P,1997-05-02,0.15722120658135283,0.0437734500625335,0.04364116402321834,1997-09-15,0.07669071991944958,EO
121,0.8333333333333334,0.2,D,1997-01-13,0.27239488117001825,0.2721100589601572,0.06942206518995943,?,0.2569223023997315,EO
122,0.8402777777777778,0.2,D,1998-09-18,0.14990859232175502,0.12095765588708236,0.09926035215779153,1998-11-30,0.11058902500419533,A
124,0.8541666666666666,0.2,P,1997-11-07,0.3162705667276051,0.669465785242094,0.2915493778027994,1998-05-29,0.608659171001846,EO
125,0.8611111111111112,0.2,D,1994-09-04,0.26142595978062155,0.13757370019653387,0.042728737551202656,1995-03-03,0.09884208759859037,EO
126,0.8680555555555556,0.2,P,1998-05-30,0.36745886654478976,0.06539217437913168,0.028654073887130906,1999-02-20,0.12334284275885216,EO
127,0.875,0.2,P,1997-09-16,0.1956124314442413,0.29319278184741826,0.1654743646988022,1997-12-01,0.3884880013425071,EO
128,0.8819444444444444,0.2,P,1997-12-08,0.7221206581352834,0.8986957298552796,0.4109025256741278,1998-11-23,0.6678972982043967,EO
129,0.8888888888888888,0.2,P,1997-06-27,0.6489945155393053,0.8885117026978738,0.3768515462716701,1998-02-02,0.8575264306091626,EO
130,0.8958333333333334,0.2,D,1998-08-01,0.3071297989031079,0.28819010184027155,0.31348158645726154,1998-11-20,0.458466185601611,A
131,0.9027777777777778,0.2,D,1995-01-13,0.021937842778793418,0.12667500446667856,0.07941992972374831,1995-03-03,0.18879006544722268,EO
132,0.9097222222222222,0.4,P,1996-06-10,0.3071297989031079,0.4200464534572092,0.24414202791636735,1997-01-15,0.41097499580466523,EO
133,0.9166666666666666,0.4,D,1995-01-01,0.19744058500914077,0.19814186171163123,0.17211857661470364,1995-12-31,0.20255076355093135,EO
134,0.9236111111111112,0.4,D,1997-02-02,0.24680073126142596,0.4904413078434876,0.3997641280503193,1997-08-22,0.5469038429266655,EO
135,0.9305555555555556,0.4,P,1997-07-21,0.18281535648994515,0.19385385027693408,0.11089864300828949,1997-12-05,0.23510656150360798,EO
136,0.9375,0.6,D,1996-12-02,0.6106032906764168,0.25227800607468287,0.2630117838908194,1997-09-04,0.35962409800302064,EO
137,0.9444444444444444,0.6,C,1997-01-10,0.3290676416819013,0.13149901733071287,0.2283881112772029,1997-08-29,0.44789394193656656,EO
138,0.9513888888888888,0.6,D,1997-02-07,0.4954296160877514,0.011970698588529569,0.3315699559317427,1997-12-26,0.1998657492867931,EO
139,0.9583333333333334,0.6,D,1997-03-17,0.3290676416819013,0.21672324459531891,0.35782648366368347,1997-12-28,0.35056217486155394,A
140,0.9652777777777778,0.8,D,1996-09-23,0.005484460694698354,0.018224048597462926,0.3853011978024111,1996-11-12,0.036247692565866754,EO
141,0.9722222222222222,1.0,P,1995-06-19,0.39488117001828155,0.06682151152403074,0.07898312981693231,1995-03-03,0.12485316328242994,EO
142,0.9791666666666666,1.0,P,1997-08-27,0.6727605118829981,0.014829372878327675,0.032090233154083596,1998-10-06,0.05370028528276556,EO
143,0.9861111111111112,1.0,P,1997-05-05,0.37294332723948814,0.43148115061640163,0.5234318883345305,1998-01-01,0.43799295183755665,EO
144,0.9930555555555556,1.0,?,1995-08-07,0.21755027422303475,0.14668572449526532,0.4792180311001533,1995-12-10,0.15405269340493372,EO
145,1.0,0.2,D,1998-11-13,0.10054844606946983,0.11934965159907093,0.2603909844499233,1999-02-25,0.21345863399899312,A
