id,ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort
15,15,0.11034084344309647,0.15674453654860587,0.020950846091861403,0.10492227979274611,0.02512562814070352,0.0,0.012044374009508717,0.11871069182389937,0.0,0.016766467065868262,0.018973214285714284,0.0168986083499006,0.018535681186283598,0.0,0.0,0.07228915662650602,0.07696088067623354,0.07697773567029843
16,16,0.07336799537839399,0.048982667671439335,0.0362610797743755,0.13082901554404144,0.04221105527638191,0.03333333333333333,0.05578446909667195,0.03419811320754717,0.0,0.03832335329341317,0.03571428571428571,0.030815109343936383,0.028730305838739575,0.0,0.0,0.024096385542168676,0.08649498722233143,0.10480814779725249
17,17,0.009532062391681109,0.00904295403165034,0.012087026591458501,0.0038860103626943004,0.007035175879396985,0.05,0.01648177496038035,0.0,0.0,0.7077844311377246,0.5323660714285714,0.5864811133200796,0.44114921223354964,0.0,0.0,0.06506024096385543,0.24228425398073522,0.29251539554713407
18,18,0.052281917966493355,0.07385079125847777,0.016116035455278,0.02072538860103627,0.06331658291457286,0.016666666666666666,0.05071315372424723,0.01650943396226415,0.0,0.07065868263473055,0.06138392857142857,0.05765407554671968,0.05004633920296571,0.0,0.0,0.10843373493975904,0.11205032435620209,0.13559924206537186
19,19,0.0681686886192952,0.07912584777694047,0.022562449637389202,0.023316062176165803,0.05829145728643216,0.0,0.006022187004754358,0.07468553459119497,0.0,0.1688622754491018,0.1852678571428571,0.13916500994035785,0.15291936978683968,0.0,0.0,0.14457831325301204,0.34411244348338904,0.4152060634770251
20,20,0.019641825534373193,0.02110022607385079,0.0,0.054404145077720206,0.0,0.0,0.0,0.027515723270440252,0.0,0.06467065868263473,0.06584821428571429,0.0636182902584493,0.06580166821130677,0.0,0.0,0.0,0.04855514055435424,0.04855518711511132
21,21,0.0999422299248989,0.20949510173323285,0.0,0.09455958549222798,0.0,0.0,0.0,0.13797169811320756,0.0,0.02754491017964072,0.025669642857142856,0.026838966202783303,0.025023169601482858,0.0,0.0,0.03614457831325301,0.10458030273245528,0.10457129322595926
23,23,0.010687463893703062,0.0,0.022562449637389202,0.0,0.02512562814070352,0.0,0.008874801901743265,0.009827044025157232,0.0,0.08622754491017964,0.06919642857142856,0.0705765407554672,0.056533827618164965,0.0,0.0,0.060240963855421686,0.030764694318851975,0.03765987683562293
24,24,0.013575967648757943,0.010550113036925395,0.009669621273166801,0.019430051813471502,0.007035175879396985,0.016666666666666666,0.016798732171156894,0.0,0.0,0.059880239520958084,0.059151785714285705,0.048707753479125246,0.048192771084337345,1.0,0.0,0.024096385542168676,0.026046785924906626,0.031975367124585506
25,25,0.02801848642403235,0.048982667671439335,0.0032232070910556,0.015544041450777202,0.01407035175879397,0.0,0.011093502377179081,0.020833333333333332,0.027450980392156862,0.3916167664670659,0.40848214285714285,0.39165009940357853,0.40778498609823915,0.0,0.0,0.14457831325301204,0.4117357971299391,0.4117716721932733
26,26,0.017908723281340265,0.023360964581763375,0.022562449637389202,0.011658031088082901,0.007035175879396985,0.0,0.0098256735340729,0.009040880503144654,0.08235294117647059,0.03832335329341317,0.033482142857142856,0.03777335984095428,0.032437442075996296,0.0,0.0,0.0,0.026046785924906626,0.026054002842254856
27,27,0.08578856152512998,0.03843255463451394,0.08460918614020951,0.0,0.10552763819095477,0.15,0.09698890649762282,0.0,0.0,0.07784431137724551,0.07254464285714285,0.0636182902584493,0.05931417979610751,0.3333333333333333,0.0,0.27710843373493976,0.20159229408295656,0.24348649928943628
28,28,0.06787983824378972,0.05124340617935192,0.06285253827558421,0.02849740932642487,0.062311557788944726,0.04666666666666667,0.07733755942947702,0.0,0.0,0.005988023952095809,0.005580357142857142,0.003976143141153082,0.0037071362372567197,1.0,0.0,0.07228915662650602,0.01572636131315117,0.019540502131691142
29,29,0.025707683419988445,0.015825169555388093,0.037066881547139406,0.0038860103626943004,0.044221105527638194,0.0,0.03613312202852615,0.0,0.0,0.3592814371257485,0.28794642857142855,0.3598409542743539,0.2873030583873958,0.0,0.0,0.1686746987951807,0.349125221151956,0.34912363808621505
30,30,0.09300982091276719,0.07535795026375283,0.035455278001611606,0.07901554404145078,0.10753768844221105,0.0,0.0988906497622821,0.0,0.0,0.008383233532934131,0.008928571428571428,0.007952286282306162,0.008341056533827619,0.0,0.0,0.012048192771084338,0.03577747198741891,0.03576504026527712
31,31,0.02657423454650491,0.012057272042200452,0.0040290088638195,0.050518134715025906,0.05226130653266332,0.0,0.03549920760697306,0.0,0.0,0.04431137724550899,0.036830357142857144,0.03578528827037774,0.029657089898053757,0.0,0.0,0.08433734939759036,0.03685865932769805,0.045002368545712934
32,32,0.05285961871750433,0.006782215523737754,0.0821917808219178,0.0,0.010050251256281407,0.25666666666666665,0.06275752773375594,0.0,0.0,0.10778443113772455,0.09709821428571427,0.1073558648111332,0.09731232622798888,0.0,0.0,0.08433734939759036,0.208374287399253,0.20831359545239223
33,33,0.014731369150779897,0.0293896006028636,0.0032232070910556,0.0,0.01407035175879397,0.03333333333333333,0.012361331220285262,0.008647798742138365,0.023529411764705882,0.09101796407185629,0.07477678571428571,0.07455268389662029,0.061167747914735865,0.3333333333333333,0.0,0.08433734939759036,0.04324749361116571,0.05270014211274278
34,34,0.049393414211438474,0.05576488319517709,0.014504431909750202,0.042746113989637305,0.05728643216080402,0.0,0.04849445324881141,0.01139937106918239,0.0,0.04311377245508982,0.03906249999999999,0.03479125248508946,0.03151065801668212,0.3333333333333333,0.0,0.04819277108433735,0.06575584824061333,0.07981999052581715
35,35,0.03148469093009821,0.03240391861341371,0.057211925866236905,0.009067357512953367,0.0,0.0,0.012044374009508717,0.03262578616352201,0.0,0.05508982035928144,0.05022321428571428,0.054671968190854875,0.05004633920296571,0.0,0.0,0.012048192771084338,0.06555926872419894,0.06549028896257698
36,36,0.01848642403235124,0.03240391861341371,0.008058017727639,0.0051813471502590676,0.01507537688442211,0.0,0.001901743264659271,0.025943396226415096,0.0,0.19520958083832335,0.1841517857142857,0.194831013916501,0.1844300278035218,0.0,0.0,0.024096385542168676,0.14035777471987418,0.1403363334912364
37,37,0.03870595031773541,0.04747550866616428,0.0,0.034974093264248704,0.04522613065326633,0.0,0.0044374009508716325,0.04756289308176101,0.0,0.09221556886227546,0.0904017857142857,0.09145129224652088,0.09082483781278962,0.0,0.0,0.03614457831325301,0.13180656575584823,0.13180956892468024
39,39,0.0,0.0,0.008058017727639,0.0,0.0,0.0,0.001584786053882726,0.0019654088050314465,0.0,0.3149700598802395,0.2633928571428571,0.2604373757455269,0.21779425393883228,0.0,0.0,0.012048192771084338,0.02044426970709652,0.025225011842728566
40,40,0.0560369728480647,0.015825169555388093,0.13456889605157132,0.0038860103626943004,0.010050251256281407,0.0,0.06370839936608558,0.0,0.0,0.07065868263473055,0.06696428571428571,0.0705765407554672,0.06672845227062095,0.0,0.0,0.04819277108433735,0.14635344997051308,0.14637612505921363
41,41,0.04419410745233969,0.04822908816880181,0.029008863819500404,0.011658031088082901,0.02814070351758794,0.06666666666666667,0.04976228209191759,0.0,0.0,0.12574850299401197,0.12165178571428568,0.10337972166998013,0.10009267840593142,0.0,0.0,0.08433734939759036,0.16935325339099666,0.20464234959734723
42,42,0.05025996533795494,0.0452147701582517,0.016921837228041903,0.03756476683937824,0.07135678391959799,0.0,0.057369255150554674,0.0,0.0,0.09580838323353294,0.0904017857142857,0.09542743538767395,0.08989805375347544,0.0,0.0,0.060240963855421686,0.1762335364655003,0.17621980104216012
43,43,0.014442518775274409,0.027128862094951016,0.016921837228041903,0.0,0.0,0.0,0.001901743264659271,0.020047169811320754,0.0,0.1317365269461078,0.12723214285714282,0.1312127236580517,0.12696941612604262,0.0,0.0,0.08433734939759036,0.0759779830941616,0.07591189009947892
44,44,0.11640670132871173,0.1492087415222306,0.011281224818694601,0.12823834196891193,0.0914572864321608,0.03333333333333333,0.1305863708399366,0.0,0.0,0.16646706586826346,0.15513392857142855,0.13717693836978131,0.1278962001853568,0.0,0.0,0.2289156626506024,0.5733241596225673,0.6913784936049265
45,45,0.09792027729636049,0.1492087415222306,0.011281224818694601,0.042746113989637305,0.07738693467336684,0.0,0.003169572107765452,0.12264150943396226,0.0,0.029940119760479042,0.030133928571428572,0.029821073558648114,0.029657089898053757,0.0,0.0,0.024096385542168676,0.11214861411440928,0.1121506395073425
46,46,0.7279029462738301,0.41748304446119067,0.41337630942788073,0.08549222797927461,0.7065326633165829,0.7333333333333333,0.6516640253565769,0.0,0.0,0.02155688622754491,0.025669642857142856,0.0168986083499006,0.02038924930491196,0.3333333333333333,0.0,0.14457831325301204,0.5211322980145469,0.6284936049265751
47,47,0.06961294049682265,0.02110022607385079,0.07413376309427881,0.07383419689119171,0.0,0.1,0.05198098256735341,0.01690251572327044,0.0,0.081437125748503,0.09263392857142855,0.0666003976143141,0.07599629286376275,0.3333333333333333,0.0,0.08433734939759036,0.17141733831334774,0.2071293225959261
48,48,0.05690352397458117,0.0,0.16035455278001612,0.0,0.0,0.016666666666666666,0.03169572107765452,0.040880503144654086,0.0,0.008383233532934131,0.007812499999999999,0.007952286282306162,0.0074142724745134385,0.0,0.0,0.04819277108433735,0.021132298014546885,0.02108005684509711
49,49,0.1756210283073368,0.1386586284853052,0.1095890410958904,0.133419689119171,0.13366834170854272,0.0,0.11949286846275753,0.07036163522012578,0.0,0.05748502994011976,0.060267857142857144,0.056660039761431406,0.05931417979610751,0.0,0.0,0.07228915662650602,0.3697660703754669,0.36972998578872573
51,51,0.08001155401502022,0.03391107761868877,0.12570507655116842,0.034974093264248704,0.0371859296482412,0.0,0.08399366085578447,0.0,0.0,0.05748502994011976,0.05803571428571428,0.0467196819085487,0.04726598702502317,0.0,0.0,0.060240963855421686,0.14084922351091017,0.17029843675982947
52,52,0.01242056614673599,0.009796533534287867,0.0136986301369863,0.007772020725388601,0.010050251256281407,0.016666666666666666,0.006339144215530904,0.006289308176100629,0.058823529411764705,0.3089820359281437,0.2935267857142857,0.3091451292246521,0.29379054680259503,0.0,0.0,0.012048192771084338,0.15775506192254768,0.15774514448128849
53,53,0.010398613518197574,0.00452147701582517,0.022562449637389202,0.0,0.0,0.08333333333333333,0.018700475435816166,0.0,0.0,0.07065868263473055,0.05022321428571428,0.05765407554671968,0.04077849860982391,0.3333333333333333,0.0,0.07228915662650602,0.024572439551798702,0.03019895783988631
54,54,0.027440785673021374,0.02260738507912585,0.0056406124093473006,0.06217616580310881,0.01507537688442211,0.0,0.0,0.03930817610062893,0.0,0.2634730538922156,0.2555803571428571,0.2634194831013917,0.25579240037071366,0.0,0.0,0.04819277108433735,0.27177118144289364,0.2717906205589768
55,55,0.1317157712305026,0.17633760361718162,0.035455278001611606,0.13471502590673576,0.1185929648241206,0.0,0.13660855784469098,0.00589622641509434,0.21176470588235294,0.10059880239520956,0.08705357142857142,0.10039761431411531,0.0871177015755329,0.0,0.0,0.14457831325301204,0.4770001965795164,0.4770251065845571
56,56,0.6169844020797227,0.6495855312735493,0.05076551168412571,0.6360103626943006,0.5206030150753769,1.0,0.7080824088748019,0.0,0.0,0.009580838323353293,0.008928571428571428,0.006958250497017894,0.00648748841519926,1.0,0.0,1.0,0.2328484371928445,0.2811463761250592
57,57,0.07914500288850375,0.015071590052750565,0.10072522159548751,0.050518134715025906,0.0914572864321608,0.056666666666666664,0.09255150554675119,0.0,0.0,0.23592814371257484,0.2120535714285714,0.194831013916501,0.17516218721038002,0.0,0.0,0.14457831325301204,0.5522901513662276,0.6660350544765514
58,58,0.028885037550548817,0.0,0.06768734891216761,0.0,0.017085427135678392,0.016666666666666666,0.014896988906497623,0.023191823899371068,0.0,0.16407185628742513,0.1573660714285714,0.16401590457256462,0.15662650602409642,0.0,0.0,0.012048192771084338,0.17751130332219384,0.17752250118427285
59,59,0.043616406701328714,0.0,0.016921837228041903,0.09326424870466321,0.02512562814070352,0.13333333333333333,0.023454833597464343,0.026729559748427674,0.06274509803921569,0.032335329341317366,0.030133928571428572,0.031809145129224656,0.029657089898053757,0.0,0.0,0.012048192771084338,0.053469628464713974,0.053410705826622454
60,60,0.016175621028307337,0.0,0.0515713134568896,0.0,0.0,0.0,0.01711568938193344,0.003930817610062893,0.0,0.08862275449101797,0.08482142857142858,0.08846918489065607,0.08433734939759037,0.0,0.0,0.012048192771084338,0.056516610969137016,0.05648981525343439
61,61,0.10311958405545928,0.12057272042200452,0.021756647864625302,0.12435233160621761,0.07236180904522613,0.0,0.08240887480190175,0.0330188679245283,0.043137254901960784,0.27305389221556886,0.2633928571428571,0.27335984095427435,0.2622798887859129,0.0,0.0,0.10843373493975904,1.0,1.0
62,62,0.01559792027729636,0.013564431047475508,0.008058017727639,0.0038860103626943004,0.02814070351758794,0.0,0.005071315372424723,0.01690251572327044,0.0,0.1437125748502994,0.14397321428571425,0.1441351888667992,0.1436515291936979,0.0,0.0,0.024096385542168676,0.0890505209357185,0.08905731880625296
63,63,0.08665511265164645,0.09495101733232857,0.010475423045930701,0.07642487046632124,0.15376884422110554,0.1,0.12076069730586371,0.0,0.0,0.09700598802395209,0.07254464285714285,0.07952286282306163,0.05931417979610751,1.0,0.0,0.0783132530120482,0.25221151955966187,0.30447655139744195
64,64,0.17359907567879837,0.10324039186134137,0.14020950846091862,0.15155440414507773,0.14773869346733667,0.0,0.18225039619651348,0.0,0.0,0.015568862275449102,0.015624999999999998,0.011928429423459248,0.012048192771084336,0.0,0.0,0.024096385542168676,0.09032828779241203,0.10942681193747039
65,65,0.15973425765453494,0.12434061793519216,0.10072522159548751,0.12046632124352331,0.11959798994974874,0.0,0.1591125198098257,0.0,0.0,0.11856287425149699,0.12388392857142856,0.09741550695825049,0.10194624652455979,0.6666666666666666,0.0,0.14457831325301204,0.5598584627481816,0.6751539554713406
66,66,0.04246100519930676,0.015825169555388093,0.030620467365028204,0.050518134715025906,0.007035175879396985,0.13666666666666666,0.046275752773375596,0.0,0.0,0.1532934131736527,0.1529017857142857,0.15308151093439365,0.15199258572752553,0.0,0.0,0.03614457831325301,0.2385492431688618,0.23851255329227855
67,67,0.019064124783362217,0.02260738507912585,0.0040290088638195,0.02461139896373057,0.021105527638190954,0.0,0.012678288431061807,0.013757861635220126,0.0,0.5832335329341317,0.5435267857142857,0.5834990059642148,0.5440222428174236,0.0,0.0,0.08433734939759036,0.43237664635344997,0.432378019895784
68,68,0.036683997689196994,0.031650339110776186,0.0515713134568896,0.0,0.021105527638190954,0.0,0.0,0.049921383647798745,0.0,0.04670658682634731,0.046875,0.0467196819085487,0.046339202965708995,0.0,0.0,0.012048192771084338,0.06447808138391979,0.06442444339175746
69,69,0.02512998266897747,0.009796533534287867,0.045124899274778404,0.0,0.010050251256281407,0.13333333333333333,0.03771790808240887,0.0,0.0,0.14850299401197603,0.11160714285714285,0.4652087475149106,0.34939759036144585,0.3333333333333333,0.0,0.08433734939759036,0.4422056221741695,0.14175746091899574
70,70,0.01993067590987868,0.01808590806330068,0.019339242546333603,0.011658031088082901,0.021105527638190954,0.0,0.024722662440570524,0.0,0.0,0.14610778443113773,0.13616071428571427,0.13419483101391652,0.1251158480074143,0.0,0.0,0.03614457831325301,0.10349911539217614,0.11250592136428234
71,71,0.012131715771230503,0.031650339110776186,0.0,0.018134715025906734,0.0,0.0,0.006339144215530904,0.014150943396226415,0.0,0.0874251497005988,0.07366071428571429,0.08648111332007952,0.07321594068582021,0.0,0.0,0.13253012048192772,0.04275604482012974,0.04275225011842729
72,72,0.3128249566724437,0.26827430293896004,0.06768734891216761,0.22020725388601037,0.6723618090452261,0.07,0.4120443740095087,0.0,0.0,0.04431137724550899,0.03459821428571428,0.04473161033797217,0.03429101019462465,0.0,0.0,0.14457831325301204,0.5198545311578534,0.519895783988631
73,73,0.03610629693818602,0.031650339110776186,0.008863819500402902,0.04145077720207254,0.035175879396984924,0.04666666666666667,0.042472266244057054,0.0,0.0,0.02155688622754491,0.020089285714285712,0.02186878727634195,0.02038924930491196,0.0,0.0,0.08433734939759036,0.03086298407705917,0.030791094268119375
74,74,0.019064124783362217,0.01808590806330068,0.007252215954875101,0.0,0.036180904522613064,0.0,0.0,0.027122641509433963,0.0,0.04550898203592814,0.045758928571428575,0.04473161033797217,0.04541241890639481,0.0,0.0,0.04819277108433735,0.03302535875761746,0.03304121269540502
75,75,0.022819179664933565,0.013564431047475508,0.016116035455278,0.0,0.04321608040201005,0.0,0.011410459587955626,0.01768867924528302,0.0,0.01437125748502994,0.01450892857142857,0.013916500994035786,0.013901760889712698,0.0,0.0,0.07228915662650602,0.012187930017692156,0.012198010421601136
76,76,0.889370306181398,0.7995478522984175,0.8130539887187752,1.0,0.2422110552763819,0.016666666666666666,0.17242472266244058,1.0,0.0,0.013173652694610776,0.012276785714285712,0.009940357852882704,0.009267840593141797,0.0,0.0,0.08433734939759036,0.41625712600747,0.502131691141639
77,77,0.021086077411900637,0.018839487565938208,0.037066881547139406,0.0,0.01407035175879397,0.05,0.03169572107765452,0.0,0.0,0.06107784431137725,0.045758928571428575,0.04970178926441352,0.037071362372567196,0.0,0.0,0.024096385542168676,0.04020051110674268,0.049028896257697775
78,78,0.029173887926054305,0.02260738507912585,0.0531829170024174,0.0,0.007035175879396985,0.0,0.005705229793977813,0.03341194968553459,0.0,0.14491017964071856,0.14397321428571425,0.11928429423459246,0.11862835959221502,0.0,0.0,0.012048192771084338,0.1308236681737763,0.15821885362387494
79,79,0.08636626227614096,0.11529766390354182,0.06688154713940371,0.0,0.11256281407035176,0.03333333333333333,0.07480190174326466,0.0479559748427673,0.0,0.09461077844311376,0.07589285714285714,0.07753479125248508,0.06209453197405004,0.3333333333333333,0.0,0.060240963855421686,0.2459209750344014,0.2968972051160587
80,80,0.03870595031773541,0.05651846269781462,0.0257856567284448,0.0038860103626943004,0.062311557788944726,0.0,0.05451664025356577,0.0,0.0,0.015568862275449102,0.011160714285714284,0.011928429423459248,0.008341056533827619,0.0,0.0,0.10843373493975904,0.019068213092195793,0.023567029843675983
83,83,0.01848642403235124,0.011303692539562924,0.0257856567284448,0.0,0.02814070351758794,0.016666666666666666,0.025356576862123614,0.0,0.0,0.332934131736527,0.2834821428571428,0.3330019880715706,0.28266913809082483,0.0,0.0,0.08433734939759036,0.24022016905838411,0.24017053529133112
84,84,0.01588677065280185,0.003014318010550113,0.045124899274778404,0.0,0.007035175879396985,0.0,0.003486529318541997,0.0220125786163522,0.0,0.04311377245508982,0.03906249999999999,0.03479125248508946,0.03151065801668212,0.0,0.0,0.07228915662650602,0.021722036563790053,0.026764566556134534
85,85,0.14095898324667822,0.09193669932177845,0.022562449637389202,0.14637305699481865,0.2743718592964824,0.03333333333333333,0.14389857369255152,0.036163522012578615,0.0,0.05389221556886228,0.04464285714285714,0.04373757455268389,0.03614457831325302,0.3333333333333333,0.0,0.08433734939759036,0.2291134263809711,0.2766461392704879
86,86,0.0805892547660312,0.15146948003014318,0.0,0.046632124352331605,0.0763819095477387,0.0,0.03137876386687797,0.08411949685534591,0.0,0.09820359281437124,0.08482142857142858,0.09840954274353877,0.08433734939759037,0.0,0.0,0.04819277108433735,0.2881855710634952,0.28813358597820937
88,88,0.034950895436164066,0.0452147701582517,0.052377115229653506,0.0,0.0,0.0,0.0044374009508716325,0.04363207547169811,0.0,0.06706586826347306,0.06584821428571429,0.054671968190854875,0.05375347544022243,0.0,0.0,0.060240963855421686,0.07263613131511697,0.08810990052108006
89,89,0.05632582322357019,0.03541823662396383,0.0346494762288477,0.007772020725388601,0.02914572864321608,0.3466666666666667,0.07258320126782884,0.0,0.0,0.47305389221556887,0.3917410714285714,0.39165009940357853,0.324374420759963,0.0,0.0,0.42168674698795183,0.7941812463141341,0.957484604452866
90,90,0.002310803004043905,0.00904295403165034,0.0040290088638195,0.0,0.0,0.0,0.005388272583201268,0.0,0.0,0.5329341317365269,0.49665178571428564,0.4413518886679921,0.41149212233549587,0.0,0.0,0.12048192771084337,0.07184981324945941,0.08716248223590715
91,91,0.014731369150779897,0.007535795026375283,0.020145044319097503,0.0,0.031155778894472363,0.016666666666666666,0.022503961965134708,0.0,0.0,0.02395209580838323,0.017857142857142853,0.022862823061630223,0.017608897126969416,0.0,0.0,0.0,0.01307253784155691,0.013027001421127428
92,92,0.01848642403235124,0.0,0.016116035455278,0.046632124352331605,0.010050251256281407,0.0,0.01774960380348653,0.003930817610062893,0.0,0.05508982035928144,0.056919642857142856,0.054671968190854875,0.056533827618164965,0.0,0.0,0.0,0.03931590328287792,0.039317858834675506
93,93,0.046216060080878106,0.024114544084400905,0.011281224818694601,0.03238341968911917,0.02814070351758794,0.23333333333333334,0.05356576862123613,0.0,0.0,0.029940119760479042,0.027901785714285712,0.029821073558648114,0.027803521779425397,0.0,0.0,0.060240963855421686,0.05396107725574995,0.053884414969208906
94,94,0.3876372039283651,0.28560663149962323,0.36180499597099114,0.35103626943005184,0.2201005025125628,0.06666666666666667,0.3717908082408875,0.01139937106918239,0.5333333333333333,0.025149700598802397,0.0234375,0.02385685884691849,0.023169601482854497,0.0,0.0,0.08433734939759036,0.37458226852761944,0.37458550450023687
97,97,0.026863084922010397,0.027882441597588545,0.020950846091861403,0.012953367875647668,0.02914572864321608,0.0,0.03232963549920761,0.0,0.0,0.017964071856287425,0.016741071428571428,0.019880715705765408,0.018535681186283598,0.0,0.0,0.04819277108433735,0.020935718498132496,0.018593083846518237
98,98,0.030618139803581745,0.03692539562923888,0.031426269137792104,0.0,0.01507537688442211,0.0,0.016798732171156894,0.019654088050314465,0.0,0.15089820359281436,0.1573660714285714,0.15009940357852883,0.15662650602409642,0.0,0.0,0.04819277108433735,0.1724985256536269,0.1724301279014685
99,99,0.0805892547660312,0.013564431047475508,0.1498791297340854,0.027202072538860103,0.01507537688442211,0.2,0.09508716323296355,0.0,0.0,0.04790419161676647,0.04352678571428571,0.03876739562624255,0.03521779425393884,0.3333333333333333,0.0,0.12048192771084337,0.11991350501277767,0.1450734249171009
100,100,0.05488157134604275,0.07837226827430294,0.0056406124093473006,0.09974093264248704,0.0,0.0,0.0,0.07389937106918239,0.0,0.05269461077844312,0.05245535714285714,0.05268389662027833,0.051899907321594066,0.0,0.0,0.08433734939759036,0.10861018281895027,0.10859782093794411
101,101,0.04448295782784518,0.03692539562923888,0.011281224818694601,0.042746113989637305,0.04924623115577889,0.03333333333333333,0.0491283676703645,0.0,0.0,0.19401197604790418,0.18973214285714285,0.19284294234592447,0.18999073215940687,0.0,0.0,0.12048192771084337,0.31482209553764495,0.3147797252486973
102,102,0.025418833044482957,0.015825169555388093,0.033037872683319904,0.0,0.04924623115577889,0.05,0.005071315372424723,0.03930817610062893,0.0392156862745098,0.08622754491017964,0.06138392857142857,0.0705765407554672,0.05004633920296571,0.3333333333333333,0.0,0.0963855421686747,0.06860625122862198,0.08325438180956893
103,103,0.12420566146735991,0.06179351921627732,0.1788879935535858,0.02461139896373057,0.08542713567839195,0.03333333333333333,0.03328050713153724,0.12303459119496855,0.0,0.09580838323353294,0.09374999999999997,0.07852882703777336,0.07692307692307691,0.0,0.0,0.07228915662650602,0.3537448397876941,0.4268119374703932
105,105,0.0415944540727903,0.02637528259231349,0.0056406124093473006,0.07383419689119171,0.024120603015075376,0.06666666666666667,0.04532488114104596,0.0,0.0,0.22035928143712574,0.2198660714285714,0.20974155069582506,0.20945319740500468,0.3333333333333333,0.0,0.024096385542168676,0.3196382936897975,0.33514921837991474
106,106,0.19093009820912768,0.2607385079125848,0.0781627719580983,0.15803108808290156,0.07939698492462312,0.0,0.046275752773375596,0.1957547169811321,0.0,0.09940119760479041,0.09598214285714285,0.09940357852882704,0.0963855421686747,0.0,0.0,0.060240963855421686,0.6786907804206802,0.678706774040739
